task_id	cell_line	input_role	status	verified_path	symlink_target	bytes	sha256_if_small	sample_run_id	genome_reference	passage	software_version	source_command_or_log	evidence_notes
MEX01	TOV2295-R	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV2295_R_P57/TOV2295_R_P57.recal.cram		5037072100		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-31T17:52Z
MEX01	TOV2295-R	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/84/e3c4e73d05de2127eae9bd021660e2/TOV2295_R_P57.recal.cram		5037058978		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2295_R_P57.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:57Z
MEX01	TOV2295-R	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/b6/ecdb564b1632e569b8ba3584395884/TOV2295_R_P57.recal.bam		7714215555		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P57	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/b6/ecdb564b1632e569b8ba3584395884/TOV2295_R_P57.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV2295-R	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV2295(R)_P57.bam		7030845615		McGill delivery	GRCh37 (McGill GenPipes)	P57			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	TOV2295-R	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV2295_R_P57/TOV2295_R_P57.mutect2.filtered_VEP.ann.vcf.gz		5639435		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV2295-R	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV2295_R_P57.targetonly.cnr		15151164	7b549732ad800d6d8cf61930f413fbc1415a6adf3d9e5f6cb995d0116995f5f3	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P57	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2295_R_P57_new/TOV2295_R_P57.cnr (sha256 9af1782172c9...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV2295-R	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV2295-R.cns			50b282f739f67ba79f1111357c3ea6d093c653120dac1c56226df4078ce0b528		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV2414	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV2414_P65/TOV2414_P65.md.cram		3469178227		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV2414_P65_TOV2414_P65; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:11Z
MEX01	TOV2414	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV2414_P65/TOV2414_P65.recal.cram		4489032834		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-31T17:53Z
MEX01	TOV2414	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/0d/8c12bee6a9df22249f1700cb160899/TOV2414_P65.recal.cram		4489046147		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2414_P65.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:57Z
MEX01	TOV2414	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/ad/34d92ef2d6e1ba0272c5fd188d3a96/TOV2414_P65.recal.bam		6869698857		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P65	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/ad/34d92ef2d6e1ba0272c5fd188d3a96/TOV2414_P65.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV2414	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV2414_P65.bam		7163312371		McGill delivery	GRCh37 (McGill GenPipes)	P65			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	TOV2414	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV2414_P65/TOV2414_P65.mutect2.filtered_VEP.ann.vcf.gz		4657358		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV2414	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV2414_P65.targetonly.cnr		15190188	4b77f12cd9a901729b02826faa4d93cb312f50bde4d92104ace34b7573db3835	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P65	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2414_P65_new/TOV2414_P65.cnr (sha256 f2a9b6ff1406...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV2414	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV2414.cns			fb6bc922c6b493335afc008a6a0cee9f08af0f117f7ceefe9f0dc50eb3505038		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV2835EP	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV2835EP_P64/TOV2835EP_P64.md.cram		3576032477		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 6; RG SM TOV2835EP_P64_TOV2835EP_P64; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:19Z
MEX01	TOV2835EP	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV2835EP_P64/TOV2835EP_P64.recal.cram		5177201110		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-11-01T00:21Z
MEX01	TOV2835EP	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/e4/ddca9ce15d282e581a69f2eccddbcd/TOV2835EP_P64.recal.cram		5177199015		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2835EP_P64.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:59Z
MEX01	TOV2835EP	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/36/d2b6b1fc50b36bdee99aeaaae32dcf/TOV2835EP_P64.recal.bam		7937635798		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P64	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/36/d2b6b1fc50b36bdee99aeaaae32dcf/TOV2835EP_P64.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV2835EP	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV2835EP_P64.bam		7350519342		McGill delivery	GRCh37 (McGill GenPipes)	P64			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV2835EP	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV2835EP_P64/TOV2835EP_P64.mutect2.filtered_VEP.ann.vcf.gz		5847528		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV2835EP	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV2835EP_P64.targetonly.cnr		15148438	80f27bae2f68d054433bfc919349d43be7133ed1f94f7d0c620add74e705ea0e	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P64	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2835EP_P64_new/TOV2835EP_P64.cnr (sha256 65d79c8e363c...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV2835EP	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV2835EP.cns			1fcbf43d06e842ceb56a451ad50e6216d2dabb9f07d7e691b1a33cd09256d236		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV2881EP	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV2881EP_P64/TOV2881EP_P64.md.cram		3864633556		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV2881EP_P64_TOV2881EP_P64; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:22Z
MEX01	TOV2881EP	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV2881EP_P64/TOV2881EP_P64.recal.cram		5129922861		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T22:58Z
MEX01	TOV2881EP	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/93/4903816df509fb3004f40f2841179d/TOV2881EP_P64.recal.cram		5129922861		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2881EP_P64.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:58Z
MEX01	TOV2881EP	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/ec/03f6bb30a3faac68cadaac88840ace/TOV2881EP_P64.recal.bam		7889266861		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P64	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/ec/03f6bb30a3faac68cadaac88840ace/TOV2881EP_P64.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV2881EP	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV2881EP_P64.bam		7922942869		McGill delivery	GRCh37 (McGill GenPipes)	P64			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV2881EP	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV2881EP_P64/TOV2881EP_P64.mutect2.filtered_VEP.ann.vcf.gz		4937150		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P64	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV2881EP	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV2881EP_P64.targetonly.cnr		15162757	f8b631eddd9b30a5fef07d4ce10e52ad75aacee85e980b1bddde8f17c18109aa	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P64	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2881EP_P64_new/TOV2881EP_P64.cnr (sha256 95fb29083a2e...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV2881EP	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV2881EP.cns			681465919206f363423c37ac1244aba29e24a0cc2e94f88680794054c16f2c57		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV2929D	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV2929D_P57/TOV2929D_P57.md.cram		3198239132		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 6; RG SM TOV2929D_P57_TOV2929D_P57; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:15Z
MEX01	TOV2929D	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV2929D_P57/TOV2929D_P57.recal.cram		4714704840		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T23:00Z
MEX01	TOV2929D	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/95/0eba3388981a0d0d1cb309c05f455b/TOV2929D_P57.recal.cram		4714704840		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2929D_P57.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T23:00Z
MEX01	TOV2929D	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/e4/cf2272b3a898107c8fd5d1b2d00216/TOV2929D_P57.recal.bam		7267545767		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P57	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/e4/cf2272b3a898107c8fd5d1b2d00216/TOV2929D_P57.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV2929D	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV2929D_P57.bam		6451756411		McGill delivery	GRCh37 (McGill GenPipes)	P57			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	TOV2929D	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV2929D_P57/TOV2929D_P57.mutect2.filtered_VEP.ann.vcf.gz		4989195		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV2929D	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV2929D_P57.targetonly.cnr		15136980	d0ce695348c9a82488d29735b4503b4e1072694fb8cc6e4d3de7ee434252798f	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P57	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2929D_P57_new/TOV2929D_P57.cnr (sha256 e144674db275...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV2929D	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV2929D.cns			11a414d11a8037dcf2fd685e78d8d7751550af6d83cb42ee45d37bccd431f6fb		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV3121D	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV3121D_P68/TOV3121D_P68.md.cram		3548672126		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV3121D_P68_TOV3121D_P68; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T19:52Z
MEX01	TOV3121D	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV3121D_P68/TOV3121D_P68.recal.cram		4971828327		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T22:58Z
MEX01	TOV3121D	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/c9/a669938d0a9d22dc6879e224e3e0fa/TOV3121D_P68.recal.cram		4971828327		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV3121D_P68.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:57Z
MEX01	TOV3121D	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/96/ceaa2123d23bcdaae717012af0de56/TOV3121D_P68.recal.bam		7625602730		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P68	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/96/ceaa2123d23bcdaae717012af0de56/TOV3121D_P68.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV3121D	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV3121D_P68.bam		7348092995		McGill delivery	GRCh37 (McGill GenPipes)	P68			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV3121D	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV3121D_P68/TOV3121D_P68.mutect2.filtered_VEP.ann.vcf.gz		5198507		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV3121D	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV3121D_P68.targetonly.cnr		15143276	3121362efda106dbcc7908b72d20716f2c3867d36f78097dd27c3dfb4ecfb70c	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P68	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3121D_P68_new/TOV3121D_P68.cnr (sha256 0481e72c8039...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV3121D	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV3121D.cns			305c3004ace070ff5da1b19ef219d7b63f6a40dd6f2a80a8c7193765a5f7d0da		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV3121EP	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV3121EP_P68/TOV3121EP_P68.md.cram		3187402477		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV3121EP_P68_TOV3121EP_P68; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:18Z
MEX01	TOV3121EP	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV3121EP_P68/TOV3121EP_P68.recal.cram		4495795855		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T23:01Z
